image,old_class,new_class,text,entity_value,entity_field
X51008099085,LINE_TOTAL,TOTAL,4.10,4.10,total
X51008099085,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008099087,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008099087,LINE_TOTAL,TOTAL,7.80,7.80,total
X51008099087,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008099089,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008099089,LINE_TOTAL,TOTAL,9.60,9.60,total
X51008099089,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008099102,DOCUMENT_NO,COMPANY,MIZU MENTAI SDN. BHD. (1248446-V),MIZU MENTAI SDN. BHD.,company
X51008099102,LINE_TOTAL,TOTAL,68.00,68.00,total
X51008114216,ITEM,COMPANY,MR. D.I.Y. (KUCHAI) SDN BHD,MR. D.I.Y. (KUCHAI) SDN BHD,company
X51008114216,LINE_TOTAL,TOTAL,8.95,8.95,total
X51008114217,ITEM,COMPANY,MR. D.I.Y. (KUCHAI) SDN BHD,MR. D.I.Y. (KUCHAI) SDN BHD,company
X51008114217,LINE_TOTAL,TOTAL,RM 27.25,27.25,total
X51008114260,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51008114260,OTHER,TOTAL,RM23.60 Z,23.60,total
X51008114262,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51008114262,LINE_TOTAL,TOTAL,137.15,137.15,total
X51008114266,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51008114266,LINE_TOTAL,TOTAL,22.90,22.90,total
X51008114281,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51008114281,LINE_TOTAL,TOTAL,23.40,23.40,total
X51008114282,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51008114282,LINE_TOTAL,TOTAL,20.90,20.90,total
X51008114283,ITEM,COMPANY,MR. D.I.Y. (KUCHAI) SDN BHD,MR. D.I.Y. (KUCHAI) SDN BHD,company
X51008114283,LINE_TOTAL,TOTAL,RM 11.25,11.25,total
X51008114284,ITEM,COMPANY,MR. D.I.Y. (KUCHAI) SDN BHD,MR. D.I.Y. (KUCHAI) SDN BHD,company
X51008114284,LINE_TOTAL,TOTAL,1 X 17.45,17.45,total
X51008114321,ITEM,COMPANY,FILL IN ENTERPRISE,FILL IN ENTERPRISE,company
X51008114321,OTHER,TOTAL,100.00 C,100.00,total
X51008122920,ITEM,COMPANY,C W KHOO HARDWARE SDN BHD,C W KHOO HARDWARE SDN BHD,company
X51008122920,LINE_TOTAL,TOTAL,19.00,19.00,total
X51008122920,ITEM,ADDRESS,"KAWASAN PERINDUSTRIAN BUKIT SERDANG,","NO.50, JALAN PBS 14/11, KAWASAN PERINDUSTRIAN BUKIT SERDANG,",address
X51008123446,OTHER,TOTAL,5.00 RM,5.00,total
X51008123446,ITEM,ADDRESS,"MENARA DION #02-03, LEVEL 2,","MENARA DION #02-03, LEVEL 2, 27, JALAN SULTAN ISMAIL, 50250 KUALA LUMPUR.",address
X51008123447,OTHER,TOTAL,5.00 RM,5.00,total
X51008123447,ITEM,ADDRESS,"MENARA DION #02-03, LEVEL 2,","MENARA DION #02-03, LEVEL 2, 27, JALAN SULTAN ISMAIL, 50250 KUALA LUMPUR.",address
X51008123450,ADDRESS,COMPANY,SANJUNG REALITI SDN. BHD. (779763-K),SANJUNG REALITI SDN. BHD.,company
X51008123450,OTHER,TOTAL,1.50 RM,1.50,total
X51008123451,ITEM,COMPANY,C W KHOO HARDWARE SDN BHD,C W KHOO HARDWARE SDN BHD,company
X51008123451,LINE_TOTAL,TOTAL,48.00,48.00,total
X51008123451,ITEM,ADDRESS,"KAWASAN PERINDUSTRIAN BUKIT SERDANG,","NO.50 , JALAN PBS 14/11 , KAWASAN PERINDUSTRIAN BUKIT SERDANG,",address
X51008123476,OTHER,TOTAL,5.00 RM,5.00,total
X51008123476,ITEM,ADDRESS,"MENARA DION #02-03, LEVEL 2,","MENARA DION #02-03, LEVEL 2, 27, JALAN SULTAN ISMAIL, 50250 KUALA LUMPUR.",address
X51008123580,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51008123580,LINE_TOTAL,TOTAL,RM 8.10,8.10,total
X51008123586,DOCUMENT_NO,COMPANY,MYNEWS RETAIL SB(306295-X) FKA BISON STORES SB,MYNEWS RETAIL SB,company
X51008123586,LINE_TOTAL,TOTAL,7.70,7.70,total
X51008123586,ITEM,ADDRESS,"JALAN PJU 1A/7A, OASIS SQUARE,OASIS DAMANSARA.,","OASIS VILLAGE LOUNGE 2, GROUND FLOOR, OASIS VILLAGE,NO 2, JALAN PJU 1A/7A, OASIS SQUARE,OASIS DAMANSARA., 47301, PETALING JAYA,SELANGOR",address
X51008123599,ITEM,COMPANY,OGN GROUP SDN BHD,OGN GROUP SDN BHD,company
X51008123599,LINE_TOTAL,TOTAL,28.30,28.30,total
X51008123604,ITEM,COMPANY,OGN GROUP SDN BHD,OGN GROUP SDN BHD,company
X51008123604,LINE_TOTAL,TOTAL,52.40,52.40,total
X51008123604,ITEM,ADDRESS,"NO.29M, JALAN DINAR G U3/G, SEKSYEN U3,","NO.29M, JALAN DINAR G U3/G, SEKSYEN U3, SUBANG PERDANA, 40150 SHAH ALAM",address
X51008128052,ITEM,COMPANY,PANDAH INDAH PULAU KETAM RESTAURANT,PANDAH INDAH PULAU KETAM RESTAURANT,company
X51008128052,LINE_TOTAL,TOTAL,93.00,93.00,total
X51008128052,ITEM,ADDRESS,"M4-A-8, JALAN PANDAH INDAH 4/1A,","M4-A-8, JALAN PANDAH INDAH 4/1A, PANDAH INDAH, 55100 KUALA LUMPUR.",address
X51008128062,ITEM,COMPANY,RESTAURANT JIAWEI,RESTAURANT JIAWEI JIAWEI HOUSE,company
X51008128062,LINE_TOTAL,TOTAL,RM 27.00,27.00,total
X51008128062,ITEM,ADDRESS,MEDAN NIAGA DAMAI SG BESI,"13, JLN TASIK UTAMA 8 MEDAN NIAGA DAMAI SG BESI 57000 KL",address
X51008128065,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51008128065,LINE_TOTAL,TOTAL,19.90,19.90,total
X51008142005,ITEM,COMPANY,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,company
X51008142005,LINE_TOTAL,TOTAL,65.70,65.70,total
X51008142005,ITEM,ADDRESS,"NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM","NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.",address
X51008142030,ITEM,COMPANY,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,company
X51008142030,LINE_TOTAL,TOTAL,52.00,52.00,total
X51008142030,ITEM,ADDRESS,"NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM","NO. 1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.",address
X51008142031,ITEM,COMPANY,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,company
X51008142031,LINE_TOTAL,TOTAL,71.00,71.00,total
X51008142031,ITEM,ADDRESS,"NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM","NO. 1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.",address
X51008142032,ITEM,COMPANY,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,company
X51008142032,LINE_TOTAL,TOTAL,112.35,112.35,total
X51008142032,ITEM,ADDRESS,"NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM","NO. 1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.",address
X51008142033,ITEM,COMPANY,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,company
X51008142033,LINE_TOTAL,TOTAL,42.40,42.40,total
X51008142033,ITEM,ADDRESS,"NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM","NO. 1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.",address
X51008142034,ITEM,COMPANY,MEGAH RETAIL SDN BHD,MEGAH RETAIL SDN BHD,company
X51008142034,LINE_TOTAL,TOTAL,4.70,4.70,total
X51008142038,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51008142038,LINE_TOTAL,TOTAL,27.90,27.90,total
X51008142038,ITEM,ADDRESS,"LOT P.T. 2811, JALAN ANGSA,","LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1225-DENGKIL",address
X51008142058,ITEM,COMPANY,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,company
X51008142058,LINE_TOTAL,TOTAL,87.45,87.45,total
X51008142059,ITEM,COMPANY,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,company
X51008142059,LINE_TOTAL,TOTAL,190.80,190.80,total
X51008142059,ITEM,ADDRESS,LOT 276 JALAN BANTING,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR",address
X51008142060,ITEM,COMPANY,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,company
X51008142060,LINE_TOTAL,TOTAL,121.90,121.90,total
X51008142060,ITEM,ADDRESS,LOT 276 JALAN BANTING,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR",address
X51008142061,ITEM,COMPANY,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,company
X51008142061,LINE_TOTAL,TOTAL,178.08,178.08,total
X51008142061,ITEM,ADDRESS,LOT 276 JALAN BANTING,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR",address
X51008142062,ITEM,COMPANY,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,company
X51008142062,LINE_TOTAL,TOTAL,361.46,361.46,total
X51008142062,ITEM,ADDRESS,LOT 276 JALAN BANTING,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR",address
X51008142063,ITEM,COMPANY,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,company
X51008142063,LINE_TOTAL,TOTAL,404.39,404.39,total
X51008142063,ITEM,ADDRESS,LOT 276 JALAN BANTING,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR",address
X51008142065,ITEM,COMPANY,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,company
X51008142065,LINE_TOTAL,TOTAL,162.71,162.71,total
X51008142068,ITEM,COMPANY,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,company
X51008142068,LINE_TOTAL,TOTAL,68.90,68.90,total
X51008142068,ITEM,ADDRESS,LOT 276 JALAN BANTING,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR",address
X51008145450,ITEM,COMPANY,GH DISTRIBUTOR & MARKETING SDN BHD,GH DISTRIBUTOR & MARKETING SDN BHD,company
X51008145450,LINE_TOTAL,TOTAL,85.20,85.20,total
X51008145504,ITEM,COMPANY,AMTECH ELECTRICAL SUPPLIES,AMTECH ELECTRICAL SUPPLIES,company
X51008145504,LINE_TOTAL,TOTAL,136.00,136.00,total
X51008145505,DOCUMENT_NO,COMPANY,KT WONG TRADING (001904043-H),KT WONG TRADING,company
X51008145505,LINE_TOTAL,TOTAL,489.30,489.30,total
X51008145505,ITEM,ADDRESS,"22, JALAN PERINDUSTRIAN HIJAU 5,","22, JALAN PERINDUSTRIAN HIJAU 5, TAMAN PERINDUSTRIAN HIJAU,",address
X51008164420,OTHER,TOTAL,7.30 T,7.30,total
X51008164420,ITEM,ADDRESS,"NO 8, JALAN 7/118B, DESA TUN RAZAK","NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA",address
X51008164510,ITEM,COMPANY,OCEAN LC PACKAGING ENTERPRISE,OCEAN LC PACKAGING ENTERPRISE,company
X51008164510,OTHER,TOTAL,RM152.00,RM152.00,total
X51008164524,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51008164524,LINE_TOTAL,TOTAL,RM 7.15,7.15,total
X51008164525,ITEM,COMPANY,PASAR RAYA MEGA MAJU,PASAR RAYA MEGA MAJU (SEMENYIH) SDN BHD,company
X51008164525,LINE_TOTAL,TOTAL,30.45,30.45,total
X51008164525,ITEM,ADDRESS,"JALAN PUSAT PERNIAGAAN BUNGA RAYA 4,","NO 24, 25 & 26, JALAN PUSAT PERNIAGAAN BUNGA RAYA 4, PUSAT PERNIAGAAN BUNGA RAYA,",address
X51008164969,ITEM,COMPANY,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,company
X51008164969,LINE_TOTAL,TOTAL,59.00,59.00,total
X51008164969,ITEM,ADDRESS,"NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM","NO. 1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.",address
X51008164991,ITEM,COMPANY,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,company
X51008164991,LINE_TOTAL,TOTAL,35.00,35.00,total
X51008164991,ITEM,ADDRESS,"NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM","NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.",address
X51008164992,ITEM,COMPANY,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,company
X51008164992,LINE_TOTAL,TOTAL,87.45,87.45,total
X51008164992,ITEM,ADDRESS,"NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM","NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.",address
X51008164996,ITEM,COMPANY,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,company
X51008164996,LINE_TOTAL,TOTAL,58.00,58.00,total
X51008164996,ITEM,ADDRESS,"NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM","NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.",address
X51008164997,ITEM,COMPANY,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,company
X51008164997,LINE_TOTAL,TOTAL,148.50,148.50,total
X51008164997,ITEM,ADDRESS,"NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM","NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.",address
X51008164998,ITEM,COMPANY,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,company
X51008164998,LINE_TOTAL,TOTAL,38.00,38.00,total
X51008164998,ITEM,ADDRESS,"NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM","NO. 1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.",address
X51008164999,ITEM,COMPANY,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,company
X51008164999,LINE_TOTAL,TOTAL,179.50,179.50,total
X51008164999,ITEM,ADDRESS,"NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM","NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.",address
X51009453801,ITEM,COMPANY,GL HANDICRAFT & TAIL ORING,GL HANDICRAFT & TAIL ORING,company
X51009453801,LINE_TOTAL,TOTAL,102.00,102.00,total
X51009453804,ITEM,COMPANY,LIAN HING STATIONERY SDN BHD,LIAN HING STATIONERY SDN BHD,company
X51009453804,LINE_TOTAL,TOTAL,12.00,12.00,total
X51009453804,OTHER,ADDRESS,"NO.32 & 33, JALAN SR 1/9, SEKSYEN 9,","NO.32 & 33, JALAN SR 1/9, SEKSYEN 9, TAMAN SERDANG RAYA, 43300 SERI KEMBANGAN, SELANGOR DARUL EHSAN",address
